date,restaurant_id,dish_id,dish_name,category,price,unit_cost,promotion,day_of_week,holiday,temperature,rainfall,units_prepared,units_sold,units_wasted,waste_reason,opening_inventory,closing_inventory
2026-05-07,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,41.6,26.937964395737918,39,28,15,overproduction,4,0
2026-05-07,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,41.6,26.937964395737918,50,31,19,overproduction,0,0
2026-05-07,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,41.6,26.937964395737918,120,83,39,overproduction,2,0
2026-05-08,R001,D01,Biryani,Main,180,80,0,Friday,0,41.4,33.218028561456755,90,59,33,overproduction,2,0
2026-05-08,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,41.4,33.218028561456755,56,37,19,overproduction,0,0
2026-05-08,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,41.4,33.218028561456755,38,31,7,overproduction,0,0
2026-05-08,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,41.4,33.218028561456755,51,35,18,overproduction,2,0
2026-05-08,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,41.4,33.218028561456755,130,91,39,overproduction,0,0
2026-05-09,R001,D01,Biryani,Main,180,80,0,Saturday,0,40.0,6.022584209389415,105,78,27,expiry,0,0
2026-05-09,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,40.0,6.022584209389415,59,36,25,overproduction,2,0
2026-05-09,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,40.0,6.022584209389415,45,35,10,prep_error,0,0
2026-05-09,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,40.0,6.022584209389415,51,32,23,expiry,4,0
2026-05-09,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,40.0,6.022584209389415,140,104,36,overproduction,0,0
2026-05-10,R001,D01,Biryani,Main,180,80,0,Sunday,0,39.2,34.774135219445306,90,67,23,prep_error,0,0
2026-05-10,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,39.2,34.774135219445306,54,42,14,overproduction,2,0
2026-05-10,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,39.2,34.774135219445306,48,34,16,overproduction,2,0
2026-05-10,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,39.2,34.774135219445306,47,29,18,expiry,0,0
2026-05-10,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,39.2,34.774135219445306,140,93,49,overproduction,2,0
2026-05-11,R001,D01,Biryani,Main,180,80,0,Monday,0,37.7,0.0,60,55,7,overproduction,2,0
2026-05-11,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,37.7,0.0,40,39,1,overproduction,0,0
2026-05-11,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,37.7,0.0,41,32,11,expiry,2,0
2026-05-11,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,37.7,0.0,40,37,3,overproduction,0,0
2026-05-11,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,37.7,0.0,100,86,14,overproduction,0,0
2026-05-12,R001,D01,Biryani,Main,180,80,0,Tuesday,0,38.7,0.0,60,53,7,overproduction,0,0
2026-05-12,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,38.7,0.0,40,38,6,overproduction,4,0
2026-05-12,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,38.7,0.0,38,31,7,overproduction,0,0
2026-05-12,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,38.7,0.0,42,42,2,other,2,0
2026-05-12,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,38.7,0.0,100,92,12,expiry,4,0
2026-05-13,R001,D01,Biryani,Main,180,80,0,Wednesday,0,40.9,0.0,65,56,9,overproduction,0,0
2026-05-13,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,40.9,0.0,41,41,2,other,2,0
2026-05-13,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,40.9,0.0,37,35,6,overproduction,4,0
2026-05-13,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,40.9,0.0,43,43,0,none,0,0
2026-05-13,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,40.9,0.0,110,87,23,overproduction,0,0
2026-05-14,R001,D01,Biryani,Main,180,80,0,Thursday,1,39.4,0.0,65,65,0,none,0,0
2026-05-14,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,1,39.4,0.0,43,44,3,overproduction,4,0
2026-05-14,R001,D03,Dal Tadka,Side,120,38,0,Thursday,1,39.4,0.0,36,36,0,none,0,0
2026-05-14,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,1,39.4,0.0,43,43,0,none,0,0
2026-05-14,R001,D05,Butter Naan,Bread,45,12,0,Thursday,1,39.4,0.0,110,106,4,overproduction,0,0
2026-05-15,R001,D01,Biryani,Main,180,80,0,Friday,0,39.0,0.0,85,69,16,prep_error,0,0
2026-05-15,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,39.0,0.0,51,47,4,overproduction,0,0
2026-05-15,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,39.0,0.0,37,24,13,overproduction,0,0
2026-05-15,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,39.0,0.0,47,35,16,overproduction,4,0
2026-05-15,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,39.0,0.0,130,97,33,overproduction,0,0
2026-05-16,R001,D01,Biryani,Main,180,80,0,Saturday,0,40.4,0.0,100,78,24,overproduction,2,0
2026-05-16,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,40.4,0.0,59,50,9,overproduction,0,0
2026-05-16,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,40.4,0.0,42,41,1,expiry,0,0
2026-05-16,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,40.4,0.0,50,37,13,overproduction,0,0
2026-05-16,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,40.4,0.0,140,93,47,overproduction,0,0
2026-05-17,R001,D01,Biryani,Main,180,80,0,Sunday,0,41.3,0.0,95,70,25,prep_error,0,0
2026-05-17,R001,D02,Paneer Butter Masala,Main,220,95,1,Sunday,0,41.3,0.0,59,56,3,expiry,0,0
2026-05-17,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,41.3,0.0,48,38,10,overproduction,0,0
2026-05-17,R001,D04,Veg Fried Rice,Main,150,55,1,Sunday,0,41.3,0.0,48,48,0,none,0,0
2026-05-17,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,41.3,0.0,130,98,32,overproduction,0,0
2026-05-18,R001,D01,Biryani,Main,180,80,0,Monday,0,39.8,0.0,60,54,6,overproduction,0,0
2026-05-18,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,39.8,0.0,48,32,18,overproduction,2,0
2026-05-18,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,39.8,0.0,43,30,13,overproduction,0,0
2026-05-18,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,39.8,0.0,45,35,12,prep_error,2,0
2026-05-18,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,39.8,0.0,100,77,23,overproduction,0,0
2026-05-19,R001,D01,Biryani,Main,180,80,0,Tuesday,0,39.8,0.0,65,58,7,prep_error,0,0
2026-05-19,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,39.8,0.0,48,37,11,prep_error,0,0
2026-05-19,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,39.8,0.0,40,28,14,overproduction,2,0
2026-05-19,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,39.8,0.0,46,33,13,overproduction,0,0
2026-05-19,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,39.8,0.0,100,73,27,overproduction,0,0
2026-05-20,R001,D01,Biryani,Main,180,80,0,Wednesday,0,41.2,0.0,65,47,18,other,0,0
2026-05-20,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,41.2,0.0,48,50,0,none,2,0
2026-05-20,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,41.2,0.0,39,33,8,overproduction,2,0
2026-05-20,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,41.2,0.0,46,45,1,overproduction,0,0
2026-05-20,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,41.2,0.0,110,102,8,overproduction,0,0
2026-05-21,R001,D01,Biryani,Main,180,80,0,Thursday,0,39.3,0.0,70,63,9,other,2,0
2026-05-21,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,39.3,0.0,51,36,15,overproduction,0,0
2026-05-21,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,39.3,0.0,37,30,11,overproduction,4,0
2026-05-21,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,39.3,0.0,47,33,14,expiry,0,0
2026-05-21,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,39.3,0.0,110,94,18,overproduction,2,0
2026-05-22,R001,D01,Biryani,Main,180,80,0,Friday,0,38.5,0.0,85,84,1,overproduction,0,0
2026-05-22,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,38.5,0.0,57,51,10,overproduction,4,0
2026-05-22,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,38.5,0.0,35,30,5,overproduction,0,0
2026-05-22,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,38.5,0.0,48,33,17,overproduction,2,0
2026-05-22,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,38.5,0.0,120,93,27,overproduction,0,0
2026-05-23,R001,D01,Biryani,Main,180,80,0,Saturday,0,39.8,0.0,105,94,11,expiry,0,0
2026-05-23,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,39.8,0.0,64,53,11,expiry,0,0
2026-05-23,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,39.8,0.0,43,31,16,expiry,4,0
2026-05-23,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,39.8,0.0,51,45,6,overproduction,0,0
2026-05-23,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,39.8,0.0,140,104,36,overproduction,0,0
2026-05-24,R001,D01,Biryani,Main,180,80,0,Sunday,0,38.2,14.823025045826594,100,67,33,expiry,0,0
2026-05-24,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,38.2,14.823025045826594,62,41,21,expiry,0,0
2026-05-24,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,38.2,14.823025045826594,45,35,12,expiry,2,0
2026-05-24,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,38.2,14.823025045826594,49,32,17,overproduction,0,0
2026-05-24,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,38.2,14.823025045826594,130,88,42,prep_error,0,0
2026-05-25,R001,D01,Biryani,Main,180,80,0,Monday,0,37.9,21.2179365173349,65,50,15,other,0,0
2026-05-25,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,37.9,21.2179365173349,45,28,17,prep_error,0,0
2026-05-25,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,37.9,21.2179365173349,39,35,6,expiry,2,0
2026-05-25,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,37.9,21.2179365173349,40,33,9,overproduction,2,0
2026-05-25,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,37.9,21.2179365173349,100,84,16,overproduction,0,0
2026-05-26,R001,D01,Biryani,Main,180,80,0,Tuesday,0,40.2,18.526405540621358,65,50,15,expiry,0,0
2026-05-26,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,40.2,18.526405540621358,46,33,13,prep_error,0,0
2026-05-26,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,40.2,18.526405540621358,38,37,3,overproduction,2,0
2026-05-26,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,40.2,18.526405540621358,41,31,12,overproduction,2,0
2026-05-26,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,40.2,18.526405540621358,100,71,29,overproduction,0,0
2026-05-27,R001,D01,Biryani,Main,180,80,0,Wednesday,0,37.7,0.0,70,63,7,overproduction,0,0
2026-05-27,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,37.7,0.0,46,46,0,none,0,0
2026-05-27,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,37.7,0.0,38,33,5,expiry,0,0
2026-05-27,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,37.7,0.0,42,44,0,none,2,0
2026-05-27,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,37.7,0.0,110,83,27,overproduction,0,0
2026-05-28,R001,D01,Biryani,Main,180,80,0,Thursday,0,34.0,0.0,75,72,5,other,2,0
2026-05-28,R001,D02,Paneer Butter Masala,Main,220,95,1,Thursday,0,34.0,0.0,47,47,0,none,0,0
2026-05-28,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,34.0,0.0,37,29,8,expiry,0,0
2026-05-28,R001,D04,Veg Fried Rice,Main,150,55,1,Thursday,0,34.0,0.0,43,45,0,none,2,0
2026-05-28,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,34.0,0.0,110,84,28,overproduction,2,0
2026-05-29,R001,D01,Biryani,Main,180,80,0,Friday,0,38.3,0.0,90,68,22,overproduction,0,0
2026-05-29,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,38.3,0.0,55,44,11,overproduction,0,0
2026-05-29,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,38.3,0.0,36,28,8,other,0,0
2026-05-29,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,38.3,0.0,47,36,11,overproduction,0,0
2026-05-29,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,38.3,0.0,120,101,23,expiry,4,0
2026-05-30,R001,D01,Biryani,Main,180,80,0,Saturday,0,37.0,0.0,105,93,14,other,2,0
2026-05-30,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,37.0,0.0,60,50,10,expiry,0,0
2026-05-30,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,37.0,0.0,43,41,2,overproduction,0,0
2026-05-30,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,37.0,0.0,51,51,0,none,0,0
2026-05-30,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,37.0,0.0,130,117,15,overproduction,2,0
2026-05-31,R001,D01,Biryani,Main,180,80,0,Sunday,0,36.9,0.0,95,83,12,other,0,0
2026-05-31,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,36.9,0.0,56,56,0,none,0,0
2026-05-31,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,36.9,0.0,49,39,10,expiry,0,0
2026-05-31,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,36.9,0.0,49,40,9,overproduction,0,0
2026-05-31,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,36.9,0.0,130,110,20,overproduction,0,0
2026-06-01,R001,D01,Biryani,Main,180,80,0,Monday,0,37.8,0.0,65,55,10,prep_error,0,0
2026-06-01,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,37.8,0.0,46,41,9,prep_error,4,0
2026-06-01,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,37.8,0.0,44,37,7,overproduction,0,0
2026-06-01,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,37.8,0.0,44,40,4,overproduction,0,0
2026-06-01,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,37.8,0.0,100,93,7,overproduction,0,0
2026-06-02,R001,D01,Biryani,Main,180,80,0,Tuesday,0,36.7,0.0,70,54,16,expiry,0,0
2026-06-02,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,36.7,0.0,49,30,19,expiry,0,0
2026-06-02,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,36.7,0.0,42,31,11,expiry,0,0
2026-06-02,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,36.7,0.0,47,33,16,expiry,2,0
2026-06-02,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,36.7,0.0,110,92,18,prep_error,0,0
2026-06-03,R001,D01,Biryani,Main,180,80,0,Wednesday,0,37.0,0.0,70,61,11,expiry,2,0
2026-06-03,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,37.0,0.0,50,50,0,none,0,0
2026-06-03,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,37.0,0.0,40,36,4,prep_error,0,0
2026-06-03,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,37.0,0.0,49,50,1,overproduction,2,0
2026-06-03,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,37.0,0.0,110,90,20,expiry,0,0
2026-06-04,R001,D01,Biryani,Main,180,80,0,Thursday,0,33.4,0.0,75,67,8,expiry,0,0
2026-06-04,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,33.4,0.0,52,41,11,overproduction,0,0
2026-06-04,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,33.4,0.0,39,32,7,other,0,0
2026-06-04,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,33.4,0.0,51,33,18,overproduction,0,0
2026-06-04,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,33.4,0.0,120,99,23,overproduction,2,0
2026-06-05,R001,D01,Biryani,Main,180,80,0,Friday,0,34.8,0.0,90,82,12,overproduction,4,0
2026-06-05,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,34.8,0.0,58,52,6,other,0,0
2026-06-05,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,34.8,0.0,38,27,11,expiry,0,0
2026-06-05,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,34.8,0.0,51,39,12,overproduction,0,0
2026-06-05,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,34.8,0.0,140,116,24,prep_error,0,0
2026-06-06,R001,D01,Biryani,Main,180,80,0,Saturday,0,38.1,0.0,110,79,35,other,4,0
2026-06-06,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,38.1,0.0,66,48,20,overproduction,2,0
2026-06-06,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,38.1,0.0,45,36,9,overproduction,0,0
2026-06-06,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,38.1,0.0,55,48,7,overproduction,0,0
2026-06-06,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,38.1,0.0,150,115,35,other,0,0
2026-06-07,R001,D01,Biryani,Main,180,80,0,Sunday,0,35.7,0.0,100,77,23,expiry,0,0
2026-06-07,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,35.7,0.0,62,40,22,overproduction,0,0
2026-06-07,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,35.7,0.0,49,36,13,overproduction,0,0
2026-06-07,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,35.7,0.0,51,36,19,overproduction,4,0
2026-06-07,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,35.7,0.0,150,115,35,expiry,0,0
2026-06-08,R001,D01,Biryani,Main,180,80,0,Monday,0,33.0,0.0,65,56,9,overproduction,0,0
2026-06-08,R001,D02,Paneer Butter Masala,Main,220,95,1,Monday,0,33.0,0.0,46,45,3,overproduction,2,0
2026-06-08,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,33.0,0.0,43,32,11,overproduction,0,0
2026-06-08,R001,D04,Veg Fried Rice,Main,150,55,1,Monday,0,33.0,0.0,44,37,9,overproduction,2,0
2026-06-08,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,33.0,0.0,110,91,23,overproduction,4,0
2026-06-09,R001,D01,Biryani,Main,180,80,0,Tuesday,0,33.6,0.0,70,59,13,prep_error,2,0
2026-06-09,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,33.6,0.0,47,38,11,expiry,2,0
2026-06-09,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,33.6,0.0,39,30,11,overproduction,2,0
2026-06-09,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,33.6,0.0,45,35,10,overproduction,0,0
2026-06-09,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,33.6,0.0,110,77,33,overproduction,0,0
2026-06-10,R001,D01,Biryani,Main,180,80,0,Wednesday,0,33.5,0.0,70,68,2,overproduction,0,0
2026-06-10,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,33.5,0.0,50,49,1,overproduction,0,0
2026-06-10,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,33.5,0.0,38,27,11,overproduction,0,0
2026-06-10,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,33.5,0.0,47,41,6,overproduction,0,0
2026-06-10,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,33.5,0.0,120,70,50,prep_error,0,0
2026-06-11,R001,D01,Biryani,Main,180,80,0,Thursday,0,34.9,21.218465147493283,75,47,28,other,0,0
2026-06-11,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,34.9,21.218465147493283,51,31,20,overproduction,0,0
2026-06-11,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,34.9,21.218465147493283,35,30,5,overproduction,0,0
2026-06-11,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,34.9,21.218465147493283,46,30,16,overproduction,0,0
2026-06-11,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,34.9,21.218465147493283,120,76,44,overproduction,0,0
2026-06-12,R001,D01,Biryani,Main,180,80,0,Friday,0,33.8,17.59596817974241,90,58,32,overproduction,0,0
2026-06-12,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,33.8,17.59596817974241,56,40,18,overproduction,2,0
2026-06-12,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,33.8,17.59596817974241,34,27,7,overproduction,0,0
2026-06-12,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,33.8,17.59596817974241,48,33,15,other,0,0
2026-06-12,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,33.8,17.59596817974241,130,95,35,overproduction,0,0
2026-06-13,R001,D01,Biryani,Main,180,80,0,Saturday,0,33.2,7.353304233194847,100,78,24,expiry,2,0
2026-06-13,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,33.2,7.353304233194847,60,40,20,expiry,0,0
2026-06-13,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,33.2,7.353304233194847,41,34,7,expiry,0,0
2026-06-13,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,33.2,7.353304233194847,50,32,18,expiry,0,0
2026-06-13,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,33.2,7.353304233194847,140,93,49,overproduction,2,0
2026-06-14,R001,D01,Biryani,Main,180,80,0,Sunday,0,33.9,0.0,95,79,20,overproduction,4,0
2026-06-14,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,33.9,0.0,55,47,8,overproduction,0,0
2026-06-14,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,33.9,0.0,44,32,12,expiry,0,0
2026-06-14,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,33.9,0.0,44,36,8,expiry,0,0
2026-06-14,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,33.9,0.0,130,105,25,overproduction,0,0
2026-06-15,R001,D01,Biryani,Main,180,80,0,Monday,0,34.4,0.0,60,53,9,expiry,2,0
2026-06-15,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,34.4,0.0,44,30,16,overproduction,2,0
2026-06-15,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,34.4,0.0,39,27,16,overproduction,4,0
2026-06-15,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,34.4,0.0,38,28,12,overproduction,2,0
2026-06-15,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,34.4,0.0,100,89,11,prep_error,0,0
2026-06-16,R001,D01,Biryani,Main,180,80,0,Tuesday,0,33.0,0.0,65,54,15,overproduction,4,0
2026-06-16,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,33.0,0.0,42,38,8,overproduction,4,0
2026-06-16,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,33.0,0.0,35,25,10,expiry,0,0
2026-06-16,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,33.0,0.0,38,31,9,prep_error,2,0
2026-06-16,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,33.0,0.0,100,83,17,overproduction,0,0
2026-06-17,R001,D01,Biryani,Main,180,80,0,Wednesday,0,32.3,0.0,65,59,6,prep_error,0,0
2026-06-17,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,32.3,0.0,43,43,0,none,0,0
2026-06-17,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,32.3,0.0,34,23,11,overproduction,0,0
2026-06-17,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,32.3,0.0,39,39,0,none,0,0
2026-06-17,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,32.3,0.0,100,76,26,overproduction,2,0
2026-06-18,R001,D01,Biryani,Main,180,80,0,Thursday,0,32.2,0.0,65,69,0,none,4,0
2026-06-18,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,32.2,0.0,44,34,10,overproduction,0,0
2026-06-18,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,32.2,0.0,32,27,5,overproduction,0,0
2026-06-18,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,32.2,0.0,39,34,5,expiry,0,0
2026-06-18,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,32.2,0.0,110,97,15,overproduction,2,0
2026-06-19,R001,D01,Biryani,Main,180,80,0,Friday,0,33.1,0.0,85,84,1,prep_error,0,0
2026-06-19,R001,D02,Paneer Butter Masala,Main,220,95,1,Friday,0,33.1,0.0,50,52,0,none,2,0
2026-06-19,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,33.1,0.0,30,29,1,overproduction,0,0
2026-06-19,R001,D04,Veg Fried Rice,Main,150,55,1,Friday,0,33.1,0.0,42,42,0,none,0,0
2026-06-19,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,33.1,0.0,120,102,22,overproduction,4,0
2026-06-20,R001,D01,Biryani,Main,180,80,0,Saturday,0,32.3,0.0,110,89,21,overproduction,0,0
2026-06-20,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,32.3,0.0,58,49,9,overproduction,0,0
2026-06-20,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,32.3,0.0,37,34,3,other,0,0
2026-06-20,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,32.3,0.0,46,40,8,overproduction,2,0
2026-06-20,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,32.3,0.0,140,119,21,overproduction,0,0
2026-06-21,R001,D01,Biryani,Main,180,80,0,Sunday,1,33.2,0.0,100,100,0,none,0,0
2026-06-21,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,1,33.2,0.0,57,57,0,none,0,0
2026-06-21,R001,D03,Dal Tadka,Side,120,38,0,Sunday,1,33.2,0.0,40,40,0,none,0,0
2026-06-21,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,1,33.2,0.0,45,49,0,none,4,0
2026-06-21,R001,D05,Butter Naan,Bread,45,12,0,Sunday,1,33.2,0.0,140,140,0,none,0,0
2026-06-22,R001,D01,Biryani,Main,180,80,0,Monday,0,30.0,0.0,70,56,16,overproduction,2,0
